AT,AP,AH,AFDP,GTEP,TIT,TAT,CDP,CO,NOX,TEY
15.002,1024.6,70.645,4.9006,31.28,1100.1,529.85,13.922,0.82576,66.444,158.34
14.356,1025.1,74.483,4.9354,31.656,1100,528.72,14,0.84764,64.379,159.42
13.836,1025.3,75.623,4.8892,31.54,1100.2,528.79,14.04,0.76081,65.017,159.59
13.55,1025.4,76.948,4.8851,31.715,1100,528.78,14.035,0.56986,64.171,160.05
12.821,1025.7,78.814,4.9092,32.017,1100,527.36,14.096,0.77527,62.939,161.4
12.272,1025.5,83.468,4.9133,31.791,1100,528.16,14.055,0.84676,62.97,161.14
12.253,1025.5,82.01,4.8932,31.964,1100.1,527.36,14.109,0.81892,64.607,161.33
12.237,1025.4,81.67,4.8463,31.522,1099.9,528.79,14.068,0.7354,63.572,160.65
11.956,1025.5,84.972,4.9278,32.121,1099.9,526.94,14.18,0.77359,63.062,162
12.693,1025.5,80.534,4.8963,31.838,1100,528.13,14.123,0.78007,64.026,160.55
12.686,1025.4,81.173,4.8849,31.74,1100,528.09,14.091,0.9248,65.84,160.61
13.237,1025.6,75.042,4.8553,31.394,1100.3,529.3,14.102,0.92593,66.234,159.36
12.572,1025.9,77.963,4.9201,31.986,1100.1,527.57,14.109,0.83442,64.986,161.29
11.707,1025.8,83.253,4.9551,32.301,1100,526.38,14.16,0.79334,63.508,162.38
12.71,1026.2,80.101,5.0176,32.512,1100.1,525.75,14.222,0.7531,64.118,161.73
14.157,1026.6,73.247,4.8887,31.345,1100.2,530.05,13.988,0.75956,66.495,158.31
15.072,1026.6,68.092,4.8938,31.438,1100.2,529.39,14.003,1.1139,67.726,158.12
15.548,1026.7,65.956,4.873,31.125,1100.3,530.6,13.942,1.4637,69.515,157.36
15.991,1026.6,65.06,4.9143,31.255,1100.3,530.09,13.984,1.541,69.331,157.27
16.356,1026.1,63.909,4.892,30.981,1100.2,531.33,13.854,0.97208,67.125,156.53
16.821,1025.9,63.459,4.8985,31.031,1100.1,530.98,13.847,1.0469,67.453,156.5
16.799,1025.8,61.64,4.8429,30.997,1100.2,531.84,13.804,1.0875,68.355,156.18
16.458,1025.8,64.322,4.9002,31.326,1100,530.46,13.885,1.0368,66.646,157.08
15.869,1025.7,69.226,4.8395,30.968,1100.2,531.1,13.915,1.0077,66.484,157.16
15.261,1025.8,71.748,4.8982,31.564,1100.3,529.09,14.081,0.94849,65.017,158.66
14.819,1026.1,69.537,4.1847,26.245,1087.8,540.92,12.608,1.4391,75.682,140.89
14.41,1026.2,68.415,4.4804,28.252,1091,535.68,13.143,1.4847,68.961,146.57
13.802,1026.1,71.788,5.3235,34.822,1099.8,518.74,14.568,1.2089,65.891,165.83
12.388,1026.1,77.142,5.3099,35.176,1100,517.56,14.627,0.92834,65.367,167.53
12.08,1025.9,83.433,5.319,35.011,1100,517.86,14.685,0.74542,64.455,167.3
12.372,1025.7,85.443,5.3281,34.998,1100,517.86,14.736,0.66991,62.714,166.92
12.718,1025.6,86.725,5.3373,34.907,1100,517.9,14.737,0.88284,65.86,166.53
13.352,1025.4,79.069,5.3457,34.657,1100,518.62,14.727,1.0085,67.379,165.61
13.455,1025,77.604,5.1309,33.249,1099.9,523.4,14.37,0.83318,66.791,163.04
12.907,1024.7,80.238,4.8956,31.601,1099.9,528.84,13.992,0.80877,64.641,160.23
12.928,1024.7,79.54,4.9477,31.811,1100,528.27,14.041,0.84166,65.341,160.37
12.721,1024.5,82.015,4.9368,31.752,1100.1,528.95,14.034,0.85547,64.816,160.07
13.236,1024.5,79.636,4.7185,30.518,1100,533.8,13.72,0.79784,68.546,156.23
16.217,1024,61.772,4.7433,30.239,1086.8,528.3,13.451,8.9273,73.048,149.16
16.293,1023.9,60.476,5.1533,33.235,1100.3,526.25,14.257,0.65705,64.081,159.66
15.866,1023.9,67.869,5.2327,33.897,1100.1,523.48,14.433,1.1508,64.137,161.64
15.11,1023.9,75.264,5.3381,34.576,1100,519.93,14.599,1.0921,64.307,164.02
14.585,1024.2,80.246,4.2487,26.832,1074.6,532.38,12.545,2.3393,82.722,137.25
14.481,1024.2,80.332,5.2434,33.995,1099.6,521.84,14.366,1.1227,63.896,162.76
14.332,1024.1,81.857,3.2767,20.049,1037.3,533.7,10.692,10.196,102.01,110.05
13.655,1024.1,83.378,3.1417,18.932,1027.8,531.46,10.327,11.877,111.6,105.47
12.169,1023.8,86.85,3.7063,22.986,1075.7,546.43,11.681,5.6805,82.163,129.63
11.583,1023.5,90.405,3.6319,22.324,1077.8,550.25,11.423,2.0854,76.385,127.5
11.755,1023.3,92.894,3.2127,19.285,1058.4,549.52,10.48,3.888,83.776,113.46
12.334,1023,91.568,3.6147,22.14,1076.2,550.19,11.368,2.051,75.311,126.27
12.814,1022.7,90.114,3.6404,22.391,1077.6,549.75,11.407,2.0769,74.483,126.99
13.554,1022.7,89.028,3.207,18.906,1029.1,532.32,10.417,10.31,115.41,104.73
14.038,1022.6,80.586,3.1347,18.781,1025.6,530.66,10.346,13.222,116.3,103.78
14.183,1023.1,78.11,3.1557,18.869,1025,530.16,10.34,13.313,116.34,103.8
14.477,1023.4,73.222,3.1559,18.733,1026.9,531.56,10.335,13.6,117.35,103.81
15.037,1023.5,68.874,3.1067,18.602,1029.5,533.68,10.329,12.822,114.97,103.81
15.423,1023.7,70.59,3.1464,18.656,1028.7,532.97,10.323,13.126,110.78,103.81
15.407,1023.6,70.472,3.1408,18.753,1027.4,532,10.318,13.657,109.31,103.81
15.331,1023.2,70.497,3.1295,18.719,1027.2,531.75,10.317,13.543,109.25,103.8
15.265,1023,70.821,3.1457,18.739,1027.4,532.05,10.323,13.279,110.39,103.8
14.869,1022.7,73.47,3.1441,18.763,1028,532.43,10.328,12.921,111.08,104.15
14.716,1022.4,74.598,3.1306,18.756,1026.4,531.47,10.32,13.401,111.89,103.8
14.586,1022.1,77.45,3.1414,18.675,1026.8,531.92,10.299,13.049,113.1,103.81
14.237,1022.1,82.309,3.1168,18.707,1027.8,532.22,10.301,12.515,111.25,104.38
13.95,1022.3,86.544,3.1245,18.694,1033.1,535.79,10.302,8.6946,104.12,105.63
13.795,1022.4,89.445,3.1511,18.668,1026.6,531.54,10.304,10.696,116.33,104.01
13.82,1022.5,89.63,3.1321,18.752,1029.3,533.24,10.306,12.984,110.53,104.8
13.775,1022.5,88.535,3.1315,18.742,1032.3,535.16,10.308,12.084,108.9,105.48
13.75,1022.3,89.52,3.1628,18.686,1031.1,534.77,10.309,12.338,115.83,104.82
14.163,1022.1,87.442,3.1707,18.713,1032.9,536.15,10.312,12.401,108.15,104.8
14.284,1022.1,85.881,3.8661,24.122,1086.3,549.9,11.897,1.9119,74.572,133.32
14.104,1021.9,86.556,3.8554,23.91,1085.9,549.82,11.844,1.4931,73.098,132.78
13.994,1021.6,85.662,3.1932,19.069,1047.7,544.06,10.501,6.0979,86.611,109.54
14.057,1021.4,81.635,3.9236,24.51,1088.2,550.04,11.921,1.7552,76.255,135.06
14.081,1021.3,76.958,3.6024,22.204,1075.5,550.03,11.386,2.0243,74.555,125.1
14.008,1021.1,76.976,3.5757,22.104,1075.8,550.04,11.382,2.0159,74.824,125.58
13.335,1021.4,79.28,3.8409,24.089,1085.8,549.19,11.909,2.1447,80.109,133.96
14.136,1021.8,72.962,3.9119,24.414,1088.9,550.04,12.041,1.7379,76.77,134.76
15.064,1021.7,66.346,3.9187,24.472,1088.9,550.11,12.093,1.5952,76.603,134.73
15.734,1021.6,60.72,4.1089,25.811,1091,546.87,12.428,1.2342,76.568,138.46
16.085,1021.5,58.773,4.6973,30.076,1098.7,536.97,13.379,1.093,73.668,151.18
16.295,1021,58.077,5.3203,34.766,1100.2,522.03,14.361,1.3999,69.206,161.98
16.332,1020.6,57.919,4.9235,31.802,1100,531.67,13.82,1.1554,70.765,155.98
16.492,1020.1,57.455,4.8672,31.379,1100,533.4,13.728,0.86204,70.48,154.98
16.414,1019.9,59.577,4.9242,31.823,1100,532.06,13.776,1.0986,69.167,156.07
15.979,1019.8,64.065,4.8763,31.528,1100,532.13,13.763,0.99337,68.921,156.38
15.199,1019.9,66.976,4.9926,32.518,1099.9,528.77,13.966,0.87912,66.291,159.12
14.697,1020.1,69.424,3.9119,24.498,1087.5,549.02,12.001,1.4455,74.88,134.82
14.013,1020.3,70.699,3.8284,24.258,1087.8,549.89,11.921,1.237,74.588,134.68
13.127,1020.2,73.881,3.8103,24.309,1088.5,549.99,12.049,1.2696,74.713,135.75
12.353,1019.9,77.343,3.8688,24.356,1089.2,549.93,12.149,1.2232,75.894,136.31
12.169,1019.8,78.728,3.834,24.191,1088.1,550.02,12.075,1.291,77.058,135.39
12.245,1019.5,79.144,3.8167,23.931,1086,550.09,11.965,1.278,76.73,133.73
12.413,1019.3,79.588,4.8705,31.82,1099.3,530.52,13.857,0.89782,67.726,158.06
12.816,1019.4,79.83,3.6841,22.883,1060.9,538.64,11.501,4.9427,101.72,123.49
13.116,1019.1,79.942,3.5481,21.699,1071.6,549.58,11.261,2.959,80.522,123.36
13.25,1018.9,79.806,3.858,24.077,1086.5,550.07,11.905,1.6664,76.907,133.72
13.422,1018.9,79.463,3.8771,24.122,1086.6,550.12,11.918,1.4809,77.316,133.72
13.444,1018.9,79.505,3.8811,24.127,1086.3,550.02,11.923,1.5847,77.127,133.72
13.418,1018.8,80.441,3.8469,24.111,1086.6,550.15,11.908,1.6722,77.103,133.72
13.511,1019.2,80.339,3.8843,24.361,1087.8,549.87,11.963,1.2885,76.482,134.74
13.831,1019.5,80.034,4.0948,25.765,1088.9,545.87,12.291,1.2745,73.853,138.31
14.72,1019.5,75.517,4.9992,32.454,1099.7,529.7,13.908,0.86744,67.79,158.61
15.483,1019.5,69.984,4.8981,31.711,1099.7,532.1,13.843,1.1461,68.099,156.75
16.096,1019.2,68.29,4.9292,31.893,1099.9,531.6,13.827,1.3871,69.212,156.64
16.613,1018.6,60.701,4.8918,31.483,1099.9,532.84,13.811,1.5321,71.888,155.43
16.881,1018.2,60.155,4.9311,31.777,1100,532.11,13.784,1.1723,70.013,155.83
17.105,1018.1,59.725,4.8594,31.476,1100.1,533.43,13.777,1.2207,70.587,155.21
17.178,1018.1,58.609,4.9135,31.663,1100.1,532.49,13.758,1.3754,71.047,155.58
16.954,1018.1,59.335,4.889,31.461,1100,533.06,13.721,0.7292,70.104,155.37
15.545,1018.3,72.786,4.9695,32.019,1100.1,531.02,13.843,0.74097,66.74,157.46
14.518,1018.6,76.032,4.4144,28.249,1093.1,539.89,12.967,0.82374,69.965,146.49
13.717,1018.8,79.753,3.8571,24.263,1087.4,550.13,11.938,1.2567,74.531,134.68
13.082,1019.1,81.235,3.8707,24.172,1087.1,549.91,12.012,1.1939,74.612,134.71
12.345,1019.2,83.309,3.8818,24.17,1087.4,549.92,11.99,1.1527,75.52,135.18
11.621,1019,84.8,3.8645,23.946,1086.6,549.91,11.826,1.3806,77.027,134.65
11.065,1018.9,86.541,3.8099,23.753,1085.5,550.01,11.861,1.6528,78.06,133.99
10.657,1018.8,87.977,3.8784,23.959,1087,549.93,11.884,1.2573,84.57,135.19
13.095,1019.1,93.426,3.8856,23.59,1079.4,546.86,11.765,7.1665,76.671,131.43
13.716,1019.6,91.9,3.6582,22.103,1075.6,549.96,11.454,1.5846,73.378,125.36
14.451,1019.6,88.158,3.95,24.101,1086.9,549.9,11.959,1.344,73.708,133.53
15.28,1019.5,83.8,5.184,33.133,1099.1,525.94,14.086,1.1462,65.431,159.32
15.837,1019.3,81.311,5.148,33.129,1099.8,525.94,14.167,0.85447,64.51,160.37
15.226,1019,84.659,3.8886,24.045,1087.1,549.91,11.938,1.7065,75.188,133.78
14.947,1018.9,84.974,3.8566,23.744,1085.1,550.19,11.864,1.5717,74.22,132.4
14.526,1019,86.881,3.9,24.117,1087.4,550.09,11.944,1.726,74.173,134.37
14.341,1018.8,88.657,3.9225,24.138,1087,550.03,11.891,1.7349,74.164,133.71
14.466,1018.9,87.268,3.9446,24.193,1086.9,550.03,11.824,1.3879,74.046,133.69
14.286,1019,87.734,3.9129,24.177,1086.8,550.13,11.756,1.4785,73.464,133.71
14.002,1019.1,84.552,3.8468,23.876,1085.9,550.01,11.737,1.29,74.314,133.33
13.081,1019,85.55,3.8347,23.789,1086,549.99,11.778,1.6205,74.892,133.7
12.009,1018.9,87.649,3.8459,23.66,1085.7,549.98,11.82,1.5916,76.057,133.68
11.467,1019,90.024,3.9014,23.872,1086.2,550.05,11.877,1.3536,75.755,134.61
11.29,1018.9,91.927,3.2617,19.305,1058,549.22,10.587,3.8194,81.509,114.18
10.983,1018.8,92.038,3.7427,22.665,1079.7,550.11,11.535,1.8595,77.214,129.58
10.588,1018.5,92.353,3.2846,19.026,1052.6,546.8,10.525,5.4176,93.537,112.09
12.915,1017.8,92.639,3.3321,19.47,1056.3,547.9,10.592,6.5258,82.091,113.81
12.829,1018.2,94.868,3.7257,22.294,1076.6,549.93,11.449,2.305,75.204,126.6
12.781,1018.3,97.552,4.003,24.1,1087,549.84,11.948,1.7083,73.854,134.53
13.099,1018.2,96.355,3.9673,24.122,1087.1,550.02,11.937,1.5801,75.235,134.21
13.836,1017.7,92.549,3.9477,24.121,1086.5,549.86,11.926,1.9012,76.766,133.74
15.11,1017,81.426,3.9558,24.298,1087.2,550,11.979,2.1362,78.164,133.72
15.873,1016.9,69.313,3.9456,24.376,1087.7,550.08,11.997,1.3036,78.186,133.97
15.848,1017,65.763,3.9294,24.274,1087.5,550.14,12.035,1.059,74.445,133.73
15.757,1017,68.99,3.9393,24.381,1088.1,549.98,12.083,1.3202,75.273,134.39
15.166,1017.1,73.838,3.9449,24.354,1088.2,549.98,12.106,1.3404,74.662,134.75
14.489,1017.4,79.581,5.0073,32.276,1100,529.51,13.937,0.96234,65.687,158.98
13.983,1017.7,83.695,3.9292,24.208,1087,549.39,11.993,1.2456,72.448,134.78
13.45,1017.8,87.616,3.8784,23.863,1086.1,550.11,11.966,1.3628,73.529,133.72
13.222,1018.1,91.045,3.9409,24.06,1086.9,550.04,12.028,1.3107,74.353,134.41
12.707,1018.2,91.396,3.9301,24.073,1086.4,549.8,12.006,1.3207,74.476,134.43
12.361,1018.2,89.939,3.3333,19.64,1054,546.01,10.75,4.2508,79.228,113.78
12.262,1018.1,91.637,3.5803,21.359,1071.4,549.95,11.269,1.9326,76.908,123.37
11.651,1018.2,92.413,3.8576,23.49,1083.7,549.95,11.81,1.5919,76.554,132.33
11.585,1018.2,92.751,3.2518,18.784,1009.5,519.71,10.253,39.05,111.78,100.83
12.567,1019.4,93.991,3.9689,24.111,1086.1,550,11.822,1.6201,78.972,133.79
13.148,1020,93.427,3.8647,23.17,1081.1,549.77,11.74,1.7191,74.677,129.73
14.102,1020.2,90.86,3.9455,24.143,1086.6,549.99,11.908,1.4231,74.695,133.22
15.289,1020.4,81.35,3.9946,24.442,1087.9,549.77,11.957,1.5515,75.663,133.71
16.186,1020.4,78.364,3.9948,24.437,1087.9,550.13,11.984,2.0225,75.36,133.72
16.78,1020.2,71.87,3.9803,24.46,1088,549.97,11.979,1.6605,75.23,133.7
16.882,1020,71.251,3.9832,24.512,1087.9,550.21,11.973,1.4147,74.075,133.71
16.673,1019.8,70.155,3.9951,24.603,1088.5,550.09,12.054,1.2156,74.802,134.08
16.604,1019.7,69.446,3.9494,24.416,1087.8,549.89,11.978,1.3928,73.595,133.7
16.087,1019.9,72.521,3.9354,24.245,1087.2,550.15,11.994,1.5244,75.068,133.7
15.329,1020.1,75.797,3.9681,24.518,1088.8,549.91,12.056,1.6442,77.092,135.08
14.724,1020.3,80.311,3.9003,24.188,1087.2,550.06,11.939,1.6573,76.484,133.97
14.515,1020.4,81.915,3.5341,21.294,1068.8,549.51,11.084,2.7355,75.677,120.84
14.174,1020.7,81.036,3.2275,19.208,1055.8,549.1,10.581,3.6131,76.331,111.86
13.412,1020.8,82.569,3.2295,19.219,1053.6,547.84,10.6,3.8843,75.379,111.66
12.88,1020.8,83.819,3.256,19.606,1058.5,549.17,10.689,3.5873,77.57,114.28
12.059,1020.7,86.183,3.6564,22.375,1076.9,550.18,11.515,1.8659,76.405,127.12
11.391,1020.7,87.79,3.8502,23.632,1084.3,550.06,11.845,1.6167,77.45,132.97
10.143,1020.9,94.168,3.3278,19.327,1057.7,548.9,10.636,3.5046,84.545,114.29
10.947,1021.2,96.915,3.5891,21.41,1069.4,549.56,11.16,2.9895,78.959,121.93
13.161,1021.4,93.493,3.9845,24.245,1086.8,549.88,11.857,1.5108,76.055,133.13
15.075,1021.4,79.279,3.9842,24.482,1088.1,550.15,11.854,1.9933,77.396,133.65
15.816,1021.2,74.706,3.9993,24.467,1088.4,549.75,11.843,1.877,76.514,133.65
16.293,1020.8,71.068,4.0121,24.516,1088.3,549.86,11.832,2.0327,76.334,133.65
16.717,1020.6,70.809,3.2916,19.421,1057.7,550,10.551,3.4603,74.135,111.36
17.041,1020.5,71.626,3.2446,19.073,1055.5,550.07,10.471,3.382,73.102,109.69
16.983,1020.4,72.178,3.2381,19.051,1055.5,550.01,10.418,3.575,72.198,109.69
16.792,1020.6,71.863,3.2395,19.216,1056.1,549.97,10.531,3.5635,74.195,110.42
16.093,1021,76.713,3.9833,24.563,1088.8,550.2,12.02,1.5875,74.433,134.41
15.017,1021.4,80.116,3.9304,24.255,1087.3,550.24,11.919,1.4071,74.216,133.74
13.64,1021.6,82.601,3.927,24.282,1087.8,550.03,11.968,1.4352,74.989,134.67
12.598,1021.8,86.755,3.9061,24.303,1087.9,550.08,12.055,1.2873,77.012,134.99
12.068,1021.9,88.13,4.354,27.448,1100.1,546.38,12.866,0.74781,79.944,147.85
11.599,1021.7,89.866,3.9026,24.172,1086.5,549.5,12.048,1.2439,75.661,134.51
11.428,1021.8,89.881,3.8524,23.833,1085.5,550.17,11.897,1.4357,76.824,133.45
10.784,1021.9,91.012,3.8418,23.706,1085.1,550,11.795,1.4313,78.225,133.33
10.213,1022,92.184,3.9009,23.657,1085.4,550.17,11.757,1.5839,77.891,134.01
9.9287,1021.9,93.261,3.3408,19.427,1043.8,539.66,10.576,7.6868,91.248,111.59
9.7159,1022,93.881,3.3014,19.157,1041.5,539.1,10.528,8.4747,98.845,110.21
9.804,1021.8,94.54,3.26,19.222,1047.1,542.93,10.557,6.8004,92.111,111.36
9.9795,1021.9,94.368,3.2621,19.129,1056.2,549.33,10.641,4.1015,82.346,112.68
9.8746,1022.6,93.704,3.7497,22.473,1077.5,549.68,11.555,2.5252,79.491,128.32
10.635,1022.5,96.047,3.9723,24.173,1087.4,550.1,11.95,1.5115,75.713,134.64
12.178,1023.4,95.135,4.0405,24.366,1088,549.95,11.964,1.3251,74.31,134.64
14.105,1023.7,88.908,3.6503,21.754,1072.6,550.19,11.219,2.3453,73.335,122.62
15.429,1023.9,82.394,3.9491,23.88,1085.4,550.04,11.78,1.9105,73.607,131.8
16.241,1023.8,78.284,3.3059,19.365,1058,549.9,10.496,3.5614,72.566,111.65
16.807,1023.7,75.685,3.3138,19.445,1058.4,549.98,10.601,3.6913,72.125,111.69
17.172,1023.6,74.691,3.3339,19.619,1059.3,550.02,10.719,3.7796,72.184,112.17
17.551,1023.7,73.337,3.3204,19.467,1058.6,549.99,10.731,3.1824,69.667,111.68
17.276,1023.9,74.996,3.3106,19.416,1058.3,549.78,10.701,3.2568,70.24,111.69
16.857,1024.3,77.826,3.534,21.13,1068.8,549.9,11.11,2.7996,70.605,119.36
16.143,1025.1,79.165,3.9715,24.425,1088.6,550.02,11.956,1.6171,72.861,134.02
15.433,1025.5,83.942,3.9615,24.407,1088.6,550.08,12.015,1.533,72.552,134.2
14.948,1025.7,81.503,3.9154,24.209,1087.4,549.87,11.998,1.3707,72.426,133.65
14.423,1025.8,79.752,3.901,24.245,1087.8,550.05,12.055,1.4433,74.197,134
14.671,1026.1,81.435,3.9605,24.269,1088.2,550.07,12.013,1.3762,73.353,133.98
14.99,1026.4,77.64,3.9524,24.428,1089.1,550.07,12.057,1.3414,74.533,134.68
14.807,1026.6,77.963,3.9397,24.329,1088.6,549.84,12.074,1.6164,74.63,134.12
14.726,1026.7,79.733,3.8828,23.918,1086.5,549.88,11.907,1.544,74.664,132.51
14.331,1026.9,77.892,3.8892,24.004,1086.5,550.15,11.823,1.5785,75.39,133
13.994,1027,78.409,3.1838,19.104,1046.1,542.82,10.558,6.8753,91.485,109.14
13.389,1026.8,80.54,3.1897,19.216,1057.6,549.74,10.577,3.8169,77.624,112.32
13.342,1026.9,83.028,3.1584,19.155,1056.9,549.6,10.555,3.6349,77.261,111.69
13.791,1027.4,83.977,3.1946,19.016,1055.8,549.64,10.532,3.7727,76.416,110.82
14.481,1027.8,78.019,3.2171,18.955,1056.2,549.65,10.509,3.5967,76.298,110.69
14.496,1028.1,76.095,3.2262,18.968,1052.7,547.44,10.486,4.3761,79.185,110.16
14.531,1028.3,75.516,3.2232,18.915,1055.9,549.64,10.473,3.6076,76.737,110.7
14.648,1028.7,73.12,3.2327,18.904,1056,549.53,10.495,3.7302,76.996,110.69
14.859,1029,71.184,3.2387,18.978,1055.7,549.3,10.482,3.9889,76.649,110.69
15.281,1028.7,69.522,3.2451,18.966,1056.2,549.54,10.471,3.4008,74.75,110.71
15.427,1028.6,67.441,3.2312,18.961,1056.2,549.49,10.469,3.3368,74.837,110.71
15.255,1028.2,66.006,3.235,18.963,1055.9,549.42,10.468,3.5533,75.587,110.71
15.08,1028.1,65.776,3.2344,18.925,1055.6,549.25,10.47,3.7176,77.412,110.7
14.658,1028.2,67.093,3.213,18.96,1055,548.8,10.537,3.8812,77.111,110.69
14.021,1028.3,70.097,3.2311,19.189,1054.4,547.47,10.67,4.2272,77.272,111.64
13.416,1028.6,71.771,3.964,24.684,1091.1,550.03,12.083,1.421,77.919,136.89
13.042,1029,72.619,3.8824,24.107,1087.6,550.07,11.934,1.3613,76.843,134.21
12.824,1029,73.003,3.8858,24.352,1089.5,549.81,12.104,1.285,77.424,135.47
12.553,1029.3,73.879,3.883,24.17,1088.3,549.91,11.996,1.38,77.16,134.68
12.086,1029.3,74.596,3.8402,23.973,1087.2,550.04,11.909,1.5351,77.272,134.26
11.473,1029.1,76.31,3.8164,23.813,1086.4,549.98,11.911,1.3988,77.119,133.91
10.59,1028.9,78.183,3.7243,23.341,1083.9,549.97,11.8,1.487,78.911,132.37
9.6627,1028.8,81.456,3.7599,23.422,1084.7,549.94,11.826,1.656,79.187,133.29
9.068,1028.6,84.781,3.7929,23.42,1085.1,549.94,11.831,1.6562,80.891,133.87
8.953,1028.4,87.207,3.2779,19.555,1038.2,534.47,10.754,10.636,97.188,111.57
9.3241,1028.3,89.122,3.276,19.632,1040.2,535.69,10.681,11.047,106.96,111.99
9.783,1028.1,87.757,3.2094,19.306,1041,538.05,10.532,9.1218,97.408,110.65
9.5561,1028,87.53,3.2255,19.309,1039.6,536.8,10.534,9.8113,98.045,110.69
9.1545,1028.1,88.837,3.2418,19.363,1037.3,534.97,10.535,10.743,98.49,110.69
9.1843,1028.1,89.976,3.2505,19.246,1039.6,537.04,10.537,8.3751,107.96,110.52
10.007,1028.2,90.956,3.2601,19.37,1054.8,547,10.624,4.9845,87.552,113.08
12.31,1028.2,83.511,3.5848,21.667,1070.9,548.95,11.289,2.9996,79.529,122.39
13.806,1027.9,75.181,4.715,29.823,1099.7,537.98,13.328,1.6863,73.844,152.62
14.626,1027.6,71.118,3.4103,20.322,1062.8,548.99,10.907,3.4326,77.41,115.94
15.22,1026.9,68.493,3.9182,23.903,1085.6,549.92,11.768,1.4083,74.917,131.83
15.58,1026.2,65.739,3.6273,21.778,1072.6,549.79,11.248,2.1319,74.655,122.26
15.987,1025.8,65.044,3.2258,18.964,1055.4,549.87,10.586,3.284,74.661,109.6
16.19,1025.5,63.856,3.1972,18.875,1054.8,549.87,10.54,3.6947,75.209,109.2
15.835,1025.5,63.397,3.7645,23.057,1080.4,550.16,11.693,2.3615,75.847,128.14
14.684,1025.5,68.801,4.1049,25.665,1096.5,550.04,12.295,1.0665,80.408,140.91
13.502,1025.6,72.476,3.8622,24.095,1087.4,550.3,11.949,1.2706,76.284,134.4
12.194,1025.4,76.86,3.8681,24.06,1087,550.06,12.077,1.2419,74.645,134.67
11.308,1025.1,80.772,3.8463,23.861,1086.3,550.11,11.914,1.5467,76.167,134.15
10.508,1025,83.425,3.7975,23.508,1084.4,550.1,11.815,1.7059,76.177,133.12
9.5235,1024.6,85.953,3.8037,23.376,1084.2,549.97,11.846,1.7129,76.172,133.27
8.7271,1024.1,88.824,3.8153,23.507,1084.9,549.93,11.884,1.6824,77.581,133.81
8.3424,1023.6,89.842,3.8446,23.577,1085,549.95,11.972,1.6782,77.948,134.18
7.9491,1023,90.64,3.5443,21.227,1058.4,542.29,11.089,5.88,99.067,120.86
7.7253,1022.7,91.862,3.2898,19.223,1038.6,537.24,10.51,9.8911,110.32,110.5
7.3961,1022.4,92.562,3.2909,19.12,1039.3,537.51,10.507,10.257,107.58,110.83
7.8253,1022.1,94.828,3.2921,19.029,1046.3,542.56,10.504,7.5635,98.815,111.69
7.5416,1021.8,92.744,3.2947,19.091,1044.9,541.25,10.507,8.5314,105.65,111.69
7.0397,1021.4,93.593,3.3101,19.182,1043.4,540.04,10.513,9.2453,107.03,111.67
7.0773,1021.2,93.772,3.3258,19.31,1046.6,542.29,10.52,6.9188,105.42,112.26
8.0424,1020.9,95.708,3.5418,20.762,1058.5,544.88,11.008,5.3506,94.832,118.64
10.396,1020.5,96.123,4.026,24.126,1086.3,550.14,11.894,1.3172,74.453,133.66
13.249,1020,89.366,4.0603,24.207,1087.1,550.19,11.935,1.7757,75.209,133.67
14.339,1019.3,85.761,4.0542,24.236,1086.9,549.99,11.949,1.8839,73.577,133.68
15.033,1018.5,83.716,4.036,24.289,1087.5,550.18,11.964,1.546,71.954,133.68
15.738,1017.9,82.436,4.0811,24.362,1087.4,549.91,11.964,1.5607,71.933,133.68
16.181,1017.5,81.179,4.0713,24.391,1087.3,550.17,11.963,1.4744,71.866,133.68
16.312,1017.1,79.74,4.0684,24.375,1087.5,549.91,11.962,1.3367,71.884,133.66
15.979,1016.6,83.825,4.0156,24.4,1087.4,550.37,11.87,1.5795,69.605,133.67
15.01,1016.6,87.76,4.0158,24.337,1086.8,549.99,11.874,1.6282,69.781,133.83
14.062,1016.5,93.521,4.0459,24.316,1086.9,549.88,12.018,1.4053,69.468,133.98
13.624,1016.5,92.301,4.0033,24.416,1087.2,550.27,12.088,1.2691,69.343,134.69
13.371,1016.5,91.07,4.021,24.325,1087.2,550,12.041,1.3016,70.791,134.69
12.397,1016.5,89.528,4.0044,24.183,1086.5,549.94,11.975,1.406,72.126,134.7
11.858,1016.4,90.534,3.9979,24.046,1086.3,549.88,11.953,1.2862,72.733,134.53
11.808,1016.3,93.712,3.9862,24.115,1086.1,549.84,11.868,1.2523,72.429,134.3
12.128,1016.1,93.054,3.9495,23.782,1084.2,549.73,11.73,1.3907,73.767,132.89
11.752,1015.9,93.704,3.3545,19.109,1051.7,546.77,10.451,4.8599,78.192,111.36
11.815,1015.5,95.176,3.3574,19.077,1055.8,549.64,10.53,3.7936,74.568,111.96
12.518,1015.5,95.884,3.3821,19.296,1057.1,549.97,10.498,3.8397,73.665,112.39
12.961,1015.7,93.208,3.3387,19.142,1056.2,549.96,10.435,3.9302,74.181,111.7
12.879,1015.4,91.568,3.2687,19.176,1056.2,549.95,10.391,3.9222,74.441,111.69
12.589,1015.6,90.543,3.2952,19.138,1054.7,549.25,10.426,4.3008,80.273,111.29
12.639,1016.2,93.256,3.764,22.347,1073.7,549.15,11.396,3.1397,77.766,125.25
13.91,1016.6,93.012,4.059,24.262,1086.4,549.86,11.895,1.5172,71.941,133.32
